chr		start	end	strand	pvalue	qvalue	meth.diff
NW_016094394.1	NW_016094394.1.178178.178178	178178	178178	+	6.61E-08	4.95E-07	30.7724746
NW_016094394.1	NW_016094394.1.199493.199493	199493	199493	+	1.69E-34	2.80E-32	-38.29894146
NW_016094394.1	NW_016094394.1.199501.199501	199501	199501	+	9.20E-12	1.22E-10	-20.2087791
NW_016094395.1	NW_016094395.1.327934.327934	327934	327934	+	1.02E-10	1.18E-09	20.26521285
NW_016094396.1	NW_016094396.1.330079.330079	330079	330079	-	6.00E-27	4.54E-25	-21.44537903
NW_016094396.1	NW_016094396.1.517123.517123	517123	517123	+	4.29E-63	8.61E-60	-26.81829966
NW_016094396.1	NW_016094396.1.517191.517191	517191	517191	+	8.53E-34	1.32E-31	-22.83670682
NW_016094397.1	NW_016094397.1.352612.352612	352612	352612	+	3.37E-07	2.24E-06	23.90734588
NW_016094397.1	NW_016094397.1.612775.612775	612775	612775	+	9.64E-18	2.65E-16	-31.78865561
NW_016094397.1	NW_016094397.1.612805.612805	612805	612805	+	1.05E-07	0.000000756	-20.53877585
NW_016094398.1	NW_016094398.1.692956.692956	692956	692956	+	1.29E-13	2.20E-12	-26.83395915
NW_016094398.1	NW_016094398.1.692981.692981	692981	692981	+	3.88E-11	4.72E-10	-26.21300138
NW_016094400.1	NW_016094400.1.84849.84849	84849	84849	-	3.32E-10	3.57E-09	28.20986636
NW_016094400.1	NW_016094400.1.84855.84855	84855	84855	-	2.25E-09	2.14E-08	27.53363897
NW_016094400.1	NW_016094400.1.84857.84857	84857	84857	-	3.69E-10	3.94E-09	28.54357778
NW_016094400.1	NW_016094400.1.155366.155366	155366	155366	+	4.83E-15	9.67E-14	-20.19425877
NW_016094400.1	NW_016094400.1.219345.219345	219345	219345	+	5.82E-06	3.06E-05	-23.25231481
NW_016094400.1	NW_016094400.1.404348.404348	404348	404348	-	1.69E-16	4.03E-15	-31.82934347
NW_016094400.1	NW_016094400.1.404351.404351	404351	404351	-	1.99E-12	2.92E-11	-24.18031244
NW_016094400.1	NW_016094400.1.404357.404357	404357	404357	-	9.34E-12	1.24E-10	-26.38001925
NW_016094400.1	NW_016094400.1.404400.404400	404400	404400	-	2.28E-22	1.06E-20	-34.91185688
NW_016094400.1	NW_016094400.1.415984.415984	415984	415984	-	1.86E-17	4.95E-16	-24.39431755
NW_016094400.1	NW_016094400.1.422086.422086	422086	422086	-	1.24E-10	1.41E-09	-25.53329024
NW_016094400.1	NW_016094400.1.720843.720843	720843	720843	+	1.06E-19	3.63E-18	-29.15461609
NW_016094400.1	NW_016094400.1.720879.720879	720879	720879	+	1.59E-16	3.80E-15	-31.77191042
NW_016094400.1	NW_016094400.1.801037.801037	801037	801037	+	2.17E-45	1.00E-42	-36.85069563
NW_016094400.1	NW_016094400.1.801049.801049	801049	801049	+	7.91E-24	4.37E-22	-29.6184739
NW_016094400.1	NW_016094400.1.801053.801053	801053	801053	+	2.61E-19	8.57E-18	-26.60385161
NW_016094400.1	NW_016094400.1.801062.801062	801062	801062	+	1.07E-34	1.86E-32	-32.97026604
NW_016094400.1	NW_016094400.1.913263.913263	913263	913263	+	5.93E-16	1.32E-14	32.03296703
NW_016094405.1	NW_016094405.1.513690.513690	513690	513690	-	1.52E-31	1.89E-29	-21.429369
NW_016094406.1	NW_016094406.1.157361.157361	157361	157361	+	1.40E-11	1.82E-10	-23.42482712
NW_016094408.1	NW_016094408.1.117994.117994	117994	117994	+	1.83E-12	2.71E-11	-21.65253908
NW_016094412.1	NW_016094412.1.210195.210195	210195	210195	-	2.29E-21	9.42E-20	-28.73466171
NW_016094413.1	NW_016094413.1.867980.867980	867980	867980	+	2.45E-09	2.32E-08	-21.32473382
NW_016094414.1	NW_016094414.1.441132.441132	441132	441132	+	4.38E-29	4.28E-27	-24.47385245
NW_016094414.1	NW_016094414.1.777555.777555	777555	777555	-	1.18E-21	5.04E-20	34.16237113
NW_016094417.1	NW_016094417.1.245512.245512	245512	245512	-	5.37E-28	4.67E-26	-35.31616747
NW_016094417.1	NW_016094417.1.245536.245536	245536	245536	-	5.85E-47	3.28E-44	-42.14806672
NW_016094417.1	NW_016094417.1.250703.250703	250703	250703	+	1.36E-17	3.65E-16	-20.57244605
NW_016094418.1	NW_016094418.1.678719.678719	678719	678719	-	2.22E-17	5.83E-16	-31.52763849
NW_016094420.1	NW_016094420.1.330742.330742	330742	330742	+	1.76E-10	0.000000002	-25.74773794
NW_016094421.1	NW_016094421.1.175641.175641	175641	175641	-	1.60E-24	9.69E-23	-43.46469793
NW_016094421.1	NW_016094421.1.509530.509530	509530	509530	-	4.94E-23	2.48E-21	-28.1717194
NW_016094421.1	NW_016094421.1.509535.509535	509535	509535	-	6.37E-25	3.99E-23	-29.07788963
NW_016094421.1	NW_016094421.1.509564.509564	509564	509564	-	3.20E-20	1.17E-18	-24.35393226
NW_016094421.1	NW_016094421.1.827821.827821	827821	827821	+	3.66E-06	2.00E-05	21.06280193
NW_016094423.1	NW_016094423.1.394102.394102	394102	394102	-	3.90E-07	2.56E-06	-25.59459971
NW_016094423.1	NW_016094423.1.394132.394132	394132	394132	-	1.77E-16	4.21E-15	-32.32484345
NW_016094423.1	NW_016094423.1.394161.394161	394161	394161	-	3.90E-19	1.26E-17	-33.57390023
NW_016094423.1	NW_016094423.1.683782.683782	683782	683782	-	1.49E-17	3.99E-16	-21.85910891
NW_016094424.1	NW_016094424.1.674880.674880	674880	674880	-	1.36E-15	2.90E-14	-26.36531528
NW_016094424.1	NW_016094424.1.674911.674911	674911	674911	-	3.50E-11	4.29E-10	-20.46928085
NW_016094425.1	NW_016094425.1.585130.585130	585130	585130	-	1.04E-13	1.81E-12	32.01951017
NW_016094426.1	NW_016094426.1.79512.79512	79512	79512	-	2.38E-15	4.94E-14	-32.27807616
NW_016094426.1	NW_016094426.1.79527.79527	79527	79527	-	3.65E-16	8.41E-15	-33.01080257
NW_016094426.1	NW_016094426.1.79533.79533	79533	79533	-	4.29E-13	6.87E-12	-28.65609256
NW_016094426.1	NW_016094426.1.79536.79536	79536	79536	-	2.37E-10	2.60E-09	-24.53354576
NW_016094426.1	NW_016094426.1.79569.79569	79569	79569	-	2.42E-17	6.32E-16	-32.02471188
NW_016094426.1	NW_016094426.1.105696.105696	105696	105696	+	2.40E-15	4.97E-14	-29.41604613
NW_016094426.1	NW_016094426.1.105719.105719	105719	105719	+	5.99E-08	4.52E-07	-21.99860755
NW_016094426.1	NW_016094426.1.105731.105731	105731	105731	+	9.73E-07	5.94E-06	-20.34267257
NW_016094426.1	NW_016094426.1.105737.105737	105737	105737	+	1.99E-06	1.15E-05	-20.68403674
NW_016094426.1	NW_016094426.1.187182.187182	187182	187182	+	9.96E-12	1.32E-10	-28.08879493
NW_016094426.1	NW_016094426.1.398312.398312	398312	398312	+	4.42E-21	1.77E-19	-28.15593497
NW_016094426.1	NW_016094426.1.398337.398337	398337	398337	+	1.21E-18	3.69E-17	-23.94939699
NW_016094426.1	NW_016094426.1.398353.398353	398353	398353	+	5.76E-18	1.62E-16	-26.09765891
NW_016094426.1	NW_016094426.1.470130.470130	470130	470130	-	5.40E-24	3.08E-22	-33.47936487
NW_016094426.1	NW_016094426.1.667391.667391	667391	667391	+	8.89E-07	5.47E-06	-20.73221904
NW_016094426.1	NW_016094426.1.667403.667403	667403	667403	+	1.05E-09	1.05E-08	-22.09911991
NW_016094426.1	NW_016094426.1.677219.677219	677219	677219	+	1.60E-06	9.39E-06	-21.49874133
NW_016094426.1	NW_016094426.1.680876.680876	680876	680876	-	2.22E-23	1.16E-21	-28.16604895
NW_016094426.1	NW_016094426.1.687620.687620	687620	687620	+	1.51E-15	3.22E-14	-25.21955918
NW_016094426.1	NW_016094426.1.695199.695199	695199	695199	+	6.67E-23	3.29E-21	-36.80434783
NW_016094426.1	NW_016094426.1.695224.695224	695224	695224	+	1.27E-20	4.85E-19	-33.46815835
NW_016094426.1	NW_016094426.1.695229.695229	695229	695229	+	1.06E-27	8.78E-26	-40.24009444
NW_016094426.1	NW_016094426.1.698107.698107	698107	698107	-	2.75E-20	1.02E-18	-50.88383838
NW_016094426.1	NW_016094426.1.698144.698144	698144	698144	-	7.82E-20	2.74E-18	-48.28148904
NW_016094426.1	NW_016094426.1.698168.698168	698168	698168	-	8.75E-13	1.34E-11	-38.24684041
NW_016094426.1	NW_016094426.1.700081.700081	700081	700081	-	2.88E-20	1.06E-18	-20.08318479
NW_016094428.1	NW_016094428.1.437376.437376	437376	437376	+	3.75E-12	5.28E-11	-20.27075851
NW_016094428.1	NW_016094428.1.443104.443104	443104	443104	-	5.22E-18	1.48E-16	-25.0929399
NW_016094428.1	NW_016094428.1.735976.735976	735976	735976	+	2.79E-17	7.21E-16	39.45760356
NW_016094428.1	NW_016094428.1.828911.828911	828911	828911	+	3.67E-40	9.95E-38	-20.8335207
NW_016094428.1	NW_016094428.1.828933.828933	828933	828933	+	1.26E-40	3.54E-38	-23.09774411
NW_016094428.1	NW_016094428.1.828961.828961	828961	828961	+	2.36E-43	9.01E-41	-24.50746666
NW_016094429.1	NW_016094429.1.157753.157753	157753	157753	-	3.67E-12	5.17E-11	-20.42726602
NW_016094429.1	NW_016094429.1.420011.420011	420011	420011	-	3.81E-07	2.51E-06	21.23179391
NW_016094429.1	NW_016094429.1.420023.420023	420023	420023	-	6.83E-08	5.10E-07	20.39744579
NW_016094429.1	NW_016094429.1.622679.622679	622679	622679	-	2.27E-28	2.04E-26	-20.87081127
NW_016094430.1	NW_016094430.1.782707.782707	782707	782707	-	1.01E-10	1.17E-09	-22.41519896
NW_016094432.1	NW_016094432.1.194444.194444	194444	194444	+	2.25E-24	1.34E-22	-45.15068265
NW_016094433.1	NW_016094433.1.268155.268155	268155	268155	+	5.91E-10	6.13E-09	24.37685035
NW_016094433.1	NW_016094433.1.795208.795208	795208	795208	-	4.42E-21	1.77E-19	-29.14981518
NW_016094434.1	NW_016094434.1.488148.488148	488148	488148	+	7.26E-22	3.15E-20	-39.55104689
NW_016094434.1	NW_016094434.1.488163.488163	488163	488163	+	1.03E-07	7.43E-07	-29.35342859
NW_016094434.1	NW_016094434.1.669707.669707	669707	669707	-	2.80E-13	4.57E-12	22.63976793
NW_016094437.1	NW_016094437.1.205433.205433	205433	205433	-	5.92E-06	3.11E-05	20.79452974
NW_016094437.1	NW_016094437.1.218858.218858	218858	218858	+	5.29E-17	1.32E-15	-30.52316753
NW_016094438.1	NW_016094438.1.335845.335845	335845	335845	+	2.38E-09	2.26E-08	-20.16412751
NW_016094439.1	NW_016094439.1.614580.614580	614580	614580	-	1.03E-42	3.66E-40	-30.32995682
NW_016094439.1	NW_016094439.1.614586.614586	614586	614586	-	1.99E-33	3.03E-31	-25.84017895
NW_016094439.1	NW_016094439.1.614611.614611	614611	614611	-	2.06E-37	4.78E-35	-28.3174114
NW_016094443.1	NW_016094443.1.393548.393548	393548	393548	+	2.37E-11	2.99E-10	-28.08338049
NW_016094445.1	NW_016094445.1.144860.144860	144860	144860	+	2.42E-08	1.95E-07	-22.08050499
NW_016094445.1	NW_016094445.1.604453.604453	604453	604453	-	1.48E-14	2.81E-13	-28.04054054
NW_016094447.1	NW_016094447.1.36201.36201	36201	36201	+	8.44E-11	0.000000001	-20.89307143
NW_016094449.1	NW_016094449.1.26793.26793	26793	26793	-	1.23E-08	1.04E-07	-20.2663707
NW_016094449.1	NW_016094449.1.155883.155883	155883	155883	-	4.59E-23	2.31E-21	-42.72209964
NW_016094449.1	NW_016094449.1.155905.155905	155905	155905	-	4.70E-25	2.96E-23	-39.59243086
NW_016094449.1	NW_016094449.1.155911.155911	155911	155911	-	6.85E-32	8.87E-30	-43.69501466
NW_016094449.1	NW_016094449.1.155916.155916	155916	155916	-	1.64E-26	1.20E-24	-39.66041072
NW_016094449.1	NW_016094449.1.155938.155938	155938	155938	-	8.44E-32	1.08E-29	-43.39738569
NW_016094449.1	NW_016094449.1.378582.378582	378582	378582	+	6.18E-10	6.39E-09	-30.66424022
NW_016094458.1	NW_016094458.1.22359.22359	22359	22359	-	3.71E-10	0.000000004	-23.73338124
NW_016094458.1	NW_016094458.1.22365.22365	22365	22365	-	1.52E-11	1.96E-10	-27.5135796
NW_016094458.1	NW_016094458.1.36388.36388	36388	36388	+	2.65E-07	1.80E-06	-21.82630109
NW_016094458.1	NW_016094458.1.51230.51230	51230	51230	-	1.73E-10	1.94E-09	-23.15010571
NW_016094458.1	NW_016094458.1.65896.65896	65896	65896	+	9.24E-12	1.23E-10	-30.27027027
NW_016094458.1	NW_016094458.1.65918.65918	65918	65918	+	9.55E-11	1.11E-09	-28.89419112
NW_016094458.1	NW_016094458.1.65924.65924	65924	65924	+	1.43E-16	3.44E-15	-37.67559014
NW_016094458.1	NW_016094458.1.65951.65951	65951	65951	+	1.11E-09	1.11E-08	-25.92822441
NW_016094458.1	NW_016094458.1.65955.65955	65955	65955	+	6.86E-08	5.12E-07	-26.17533186
NW_016094458.1	NW_016094458.1.65962.65962	65962	65962	+	8.88E-13	1.36E-11	-33.25871442
NW_016094458.1	NW_016094458.1.308041.308041	308041	308041	-	1.23E-27	1.01E-25	-26.97686987
NW_016094458.1	NW_016094458.1.308044.308044	308044	308044	-	1.12E-30	1.30E-28	-32.70520339
NW_016094458.1	NW_016094458.1.308055.308055	308055	308055	-	1.37E-38	3.43E-36	-34.91777316
NW_016094458.1	NW_016094458.1.308059.308059	308059	308059	-	3.59E-33	5.24E-31	-32.20807394
NW_016094458.1	NW_016094458.1.308091.308091	308091	308091	-	1.76E-42	6.06E-40	-36.35536898
NW_016094458.1	NW_016094458.1.308114.308114	308114	308114	-	4.00E-24	2.30E-22	-29.00452489
NW_016094458.1	NW_016094458.1.311791.311791	311791	311791	+	1.44E-11	1.86E-10	-29.94702526
NW_016094458.1	NW_016094458.1.312174.312174	312174	312174	-	9.83E-14	1.71E-12	-22.92456679
NW_016094458.1	NW_016094458.1.369815.369815	369815	369815	+	3.89E-11	4.73E-10	-23.78865306
NW_016094458.1	NW_016094458.1.369827.369827	369827	369827	+	4.98E-27	3.80E-25	-33.53918096
NW_016094458.1	NW_016094458.1.369841.369841	369841	369841	+	1.72E-15	3.64E-14	-21.72561481
NW_016094458.1	NW_016094458.1.369842.369842	369842	369842	-	1.64E-13	2.76E-12	-22.17736398
NW_016094458.1	NW_016094458.1.369850.369850	369850	369850	+	2.86E-20	1.05E-18	-29.57300911
NW_016094458.1	NW_016094458.1.432652.432652	432652	432652	+	3.25E-10	3.49E-09	-32.88475655
NW_016094458.1	NW_016094458.1.438571.438571	438571	438571	+	2.68E-19	8.79E-18	-40.78875732
NW_016094458.1	NW_016094458.1.444068.444068	444068	444068	-	1.18E-18	3.61E-17	-21.84591915
NW_016094458.1	NW_016094458.1.460895.460895	460895	460895	-	1.86E-13	3.11E-12	-25.26695527
NW_016094458.1	NW_016094458.1.460968.460968	460968	460968	-	1.85E-27	1.48E-25	-34.87097644
NW_016094458.1	NW_016094458.1.538043.538043	538043	538043	-	1.86E-13	3.11E-12	-26.67634253
NW_016094458.1	NW_016094458.1.538053.538053	538053	538053	-	4.85E-13	7.70E-12	-26.60969675
NW_016094458.1	NW_016094458.1.538064.538064	538064	538064	-	2.85E-18	8.30E-17	-31.02896129
NW_016094458.1	NW_016094458.1.538099.538099	538099	538099	-	2.24E-10	2.47E-09	-21.16382037
NW_016094462.1	NW_016094462.1.629408.629408	629408	629408	-	4.11E-14	7.50E-13	-26.90918881
NW_016094463.1	NW_016094463.1.528236.528236	528236	528236	-	7.66E-07	4.77E-06	20.33143798
NW_016094464.1	NW_016094464.1.549976.549976	549976	549976	-	7.42E-35	1.31E-32	-23.20344554
NW_016094465.1	NW_016094465.1.496418.496418	496418	496418	+	8.72E-11	0.000000001	-21.03346613
NW_016094466.1	NW_016094466.1.610669.610669	610669	610669	+	7.76E-16	1.71E-14	-35.65023799
NW_016094466.1	NW_016094466.1.610681.610681	610681	610681	+	7.38E-12	9.95E-11	-32.68427244
NW_016094466.1	NW_016094466.1.610684.610684	610684	610684	+	0.000002602	0.0000147	-23.19711006
NW_016094466.1	NW_016094466.1.610689.610689	610689	610689	+	1.26E-13	2.16E-12	-35.84290106
NW_016094468.1	NW_016094468.1.527723.527723	527723	527723	+	2.55E-16	5.95E-15	-23.5603142
NW_016094469.1	NW_016094469.1.9986.9986	9986	9986	-	2.17E-22	1.02E-20	-20.12892338
NW_016094469.1	NW_016094469.1.10028.10028	10028	10028	-	1.15E-28	1.06E-26	-21.34569508
NW_016094469.1	NW_016094469.1.37131.37131	37131	37131	+	1.86E-23	9.83E-22	-45.21994545
NW_016094470.1	NW_016094470.1.20904.20904	20904	20904	-	3.32E-24	1.94E-22	-23.43553248
NW_016094470.1	NW_016094470.1.21031.21031	21031	21031	-	1.33E-17	3.58E-16	-21.34326824
NW_016094470.1	NW_016094470.1.114146.114146	114146	114146	-	3.95E-08	3.07E-07	-24.17128415
NW_016094470.1	NW_016094470.1.208160.208160	208160	208160	+	0.000000001	1.01E-08	-21.78393524
NW_016094470.1	NW_016094470.1.368810.368810	368810	368810	+	3.13E-08	2.48E-07	24.37108603
NW_016094471.1	NW_016094471.1.64895.64895	64895	64895	-	7.21E-09	6.33E-08	-20.02976739
NW_016094471.1	NW_016094471.1.64912.64912	64912	64912	-	3.97E-13	6.39E-12	-26.21820181
NW_016094474.1	NW_016094474.1.80301.80301	80301	80301	+	0.000000025	0.000000201	-27.57208081
NW_016094474.1	NW_016094474.1.328602.328602	328602	328602	-	1.25E-17	3.38E-16	28.55195208
NW_016094474.1	NW_016094474.1.328628.328628	328628	328628	-	1.89E-21	7.87E-20	31.55023923
NW_016094474.1	NW_016094474.1.359831.359831	359831	359831	-	3.76E-09	3.46E-08	21.02374225
NW_016094474.1	NW_016094474.1.360644.360644	360644	360644	-	0.000000037	2.90E-07	21.84668812
NW_016094474.1	NW_016094474.1.360656.360656	360656	360656	-	1.54E-10	1.73E-09	27.96333463
NW_016094474.1	NW_016094474.1.445562.445562	445562	445562	+	4.79E-17	1.20E-15	-21.22638881
NW_016094475.1	NW_016094475.1.56158.56158	56158	56158	-	5.67E-20	2.02E-18	-39.45803602
NW_016094475.1	NW_016094475.1.56210.56210	56210	56210	-	1.28E-24	7.83E-23	-34.24185464
NW_016094475.1	NW_016094475.1.584907.584907	584907	584907	-	5.14E-07	3.31E-06	22.72708149
NW_016094477.1	NW_016094477.1.31876.31876	31876	31876	-	2.15E-05	0.000100269	-20.48356511
NW_016094478.1	NW_016094478.1.486913.486913	486913	486913	+	5.88E-07	3.74E-06	20.50736746
NW_016094479.1	NW_016094479.1.263624.263624	263624	263624	+	1.72E-10	1.93E-09	-20.78702949
NW_016094483.1	NW_016094483.1.14665.14665	14665	14665	-	8.75E-22	3.76E-20	-30.41831887
NW_016094483.1	NW_016094483.1.14670.14670	14670	14670	-	1.11E-15	2.41E-14	-22.97296114
NW_016094483.1	NW_016094483.1.14688.14688	14688	14688	-	4.01E-38	9.76E-36	-40.30820138
NW_016094483.1	NW_016094483.1.14704.14704	14704	14704	-	1.82E-25	1.21E-23	-26.06800923
NW_016094483.1	NW_016094483.1.252585.252585	252585	252585	+	9.79E-14	1.71E-12	-21.79800778
NW_016094483.1	NW_016094483.1.261474.261474	261474	261474	+	5.96E-20	2.12E-18	-29.95299723
NW_016094483.1	NW_016094483.1.303187.303187	303187	303187	+	8.86E-14	1.55E-12	-20.32213729
NW_016094485.1	NW_016094485.1.112503.112503	112503	112503	-	5.79E-10	0.000000006	-22.48452463
NW_016094485.1	NW_016094485.1.112527.112527	112527	112527	-	1.29E-08	1.08E-07	-21.11539167
NW_016094485.1	NW_016094485.1.162657.162657	162657	162657	-	4.97E-13	7.88E-12	25.2561373
NW_016094490.1	NW_016094490.1.481913.481913	481913	481913	-	1.87E-10	2.08E-09	-25.53308783
NW_016094498.1	NW_016094498.1.37855.37855	37855	37855	-	2.21E-08	1.79E-07	-22.46967532
NW_016094498.1	NW_016094498.1.37913.37913	37913	37913	-	1.41E-26	1.04E-24	-36.46076146
NW_016094498.1	NW_016094498.1.68661.68661	68661	68661	+	4.66E-08	3.57E-07	-23.04919956
NW_016094502.1	NW_016094502.1.159209.159209	159209	159209	+	1.75E-11	2.25E-10	-26.00416327
NW_016094502.1	NW_016094502.1.257394.257394	257394	257394	+	6.02E-08	4.54E-07	-21.87696171
NW_016094503.1	NW_016094503.1.38687.38687	38687	38687	-	2.44E-16	5.72E-15	-27.91192758
NW_016094503.1	NW_016094503.1.38690.38690	38690	38690	-	5.43E-09	4.87E-08	-22.51911831
NW_016094503.1	NW_016094503.1.38698.38698	38698	38698	-	4.46E-08	0.000000343	-21.3868303
NW_016094503.1	NW_016094503.1.38705.38705	38705	38705	-	2.52E-10	2.74E-09	-27.44491388
NW_016094503.1	NW_016094503.1.38762.38762	38762	38762	-	1.71E-20	6.48E-19	-32.93080314
NW_016094503.1	NW_016094503.1.475465.475465	475465	475465	-	2.67E-08	2.14E-07	20.39246468
NW_016094504.1	NW_016094504.1.251592.251592	251592	251592	+	7.15E-19	2.25E-17	-40.21697814
NW_016094504.1	NW_016094504.1.455975.455975	455975	455975	-	1.15E-20	4.42E-19	-24.95204135
NW_016094504.1	NW_016094504.1.456005.456005	456005	456005	-	1.18E-15	2.53E-14	-23.1034977
NW_016094506.1	NW_016094506.1.29550.29550	29550	29550	-	2.77E-19	9.04E-18	-34.82764073
NW_016094506.1	NW_016094506.1.29577.29577	29577	29577	-	2.25E-20	8.43E-19	-33.9749198
NW_016094507.1	NW_016094507.1.280065.280065	280065	280065	-	1.89E-10	2.10E-09	-23.61036682
NW_016094509.1	NW_016094509.1.143609.143609	143609	143609	+	2.38E-11	2.99E-10	-22.20014508
NW_016094509.1	NW_016094509.1.150147.150147	150147	150147	-	8.70E-19	2.70E-17	-20.80141154
NW_016094509.1	NW_016094509.1.150167.150167	150167	150167	-	5.15E-32	6.79E-30	-25.90480781
NW_016094509.1	NW_016094509.1.196223.196223	196223	196223	+	2.06E-08	1.67E-07	-24.7311828
NW_016094510.1	NW_016094510.1.81407.81407	81407	81407	+	0.000000059	4.46E-07	-23.55684906
NW_016094514.1	NW_016094514.1.84145.84145	84145	84145	+	0.000000145	1.03E-06	-23.83148077
NW_016094518.1	NW_016094518.1.36299.36299	36299	36299	+	7.64E-20	2.69E-18	-22.67965499
NW_016094518.1	NW_016094518.1.36304.36304	36304	36304	+	1.73E-21	7.25E-20	-24.62192923
NW_016094518.1	NW_016094518.1.418698.418698	418698	418698	-	3.81E-17	9.69E-16	-28.46575328
NW_016094518.1	NW_016094518.1.418701.418701	418701	418701	-	1.25E-09	1.24E-08	-22.9577979
NW_016094518.1	NW_016094518.1.418729.418729	418729	418729	-	1.40E-19	4.74E-18	-35.08663366
NW_016094518.1	NW_016094518.1.418772.418772	418772	418772	-	2.91E-13	4.75E-12	-24.05997764
NW_016094519.1	NW_016094519.1.462645.462645	462645	462645	+	1.15E-15	2.47E-14	27.05555875
NW_016094519.1	NW_016094519.1.462663.462663	462663	462663	+	2.10E-12	3.07E-11	24.10830513
NW_016094520.1	NW_016094520.1.209247.209247	209247	209247	+	4.63E-27	3.55E-25	-27.18447783
NW_016094522.1	NW_016094522.1.207104.207104	207104	207104	-	8.03E-13	1.24E-11	-24.09255673
NW_016094523.1	NW_016094523.1.200101.200101	200101	200101	-	2.63E-28	2.35E-26	-21.12747765
NW_016094529.1	NW_016094529.1.85447.85447	85447	85447	-	7.60E-10	7.74E-09	-23.21259395
NW_016094529.1	NW_016094529.1.85450.85450	85450	85450	-	6.05E-15	1.19E-13	-29.3668955
NW_016094529.1	NW_016094529.1.85518.85518	85518	85518	-	4.82E-12	6.68E-11	-20.84809447
NW_016094529.1	NW_016094529.1.99670.99670	99670	99670	-	5.06E-15	1.01E-13	-25.50309389
NW_016094529.1	NW_016094529.1.115138.115138	115138	115138	-	8.68E-17	2.12E-15	-26.43056786
NW_016094529.1	NW_016094529.1.115142.115142	115142	115142	-	2.58E-33	3.82E-31	-38.42105263
NW_016094529.1	NW_016094529.1.115144.115144	115144	115144	-	2.78E-24	1.65E-22	-32.65542328
NW_016094529.1	NW_016094529.1.115147.115147	115147	115147	-	1.96E-22	9.26E-21	-30.42324488
NW_016094529.1	NW_016094529.1.115155.115155	115155	115155	-	9.20E-19	2.85E-17	-25.19495749
NW_016094529.1	NW_016094529.1.115173.115173	115173	115173	-	2.66E-27	2.09E-25	-36.3519232
NW_016094529.1	NW_016094529.1.125257.125257	125257	125257	+	8.14E-13	1.26E-11	-26.91022153
NW_016094529.1	NW_016094529.1.125372.125372	125372	125372	-	2.83E-17	7.31E-16	-28.11031303
NW_016094529.1	NW_016094529.1.125375.125375	125375	125375	-	4.60E-20	1.65E-18	-31.85905731
NW_016094529.1	NW_016094529.1.125398.125398	125398	125398	-	5.09E-24	2.91E-22	-35.38569458
NW_016094529.1	NW_016094529.1.156484.156484	156484	156484	-	1.31E-15	2.80E-14	-38.35981735
NW_016094529.1	NW_016094529.1.156512.156512	156512	156512	-	6.13E-09	5.46E-08	-25.17241379
NW_016094529.1	NW_016094529.1.157056.157056	157056	157056	+	2.79E-07	1.88E-06	23.12218939
NW_016094529.1	NW_016094529.1.343276.343276	343276	343276	-	2.59E-18	7.57E-17	-25.96741646
NW_016094531.1	NW_016094531.1.80024.80024	80024	80024	-	1.11E-08	9.49E-08	-27.64227642
NW_016094532.1	NW_016094532.1.97888.97888	97888	97888	-	8.29E-13	1.28E-11	-28.49487786
NW_016094532.1	NW_016094532.1.97927.97927	97927	97927	-	1.05E-17	2.87E-16	-31.9879155
NW_016094535.1	NW_016094535.1.85057.85057	85057	85057	+	1.24E-21	5.27E-20	27.34291529
NW_016094535.1	NW_016094535.1.120053.120053	120053	120053	-	1.91E-17	5.05E-16	-33.21964595
NW_016094535.1	NW_016094535.1.209864.209864	209864	209864	-	1.70E-09	1.65E-08	29.08502679
NW_016094535.1	NW_016094535.1.243868.243868	243868	243868	-	2.11E-10	2.34E-09	-24.33655994
NW_016094537.1	NW_016094537.1.23840.23840	23840	23840	+	1.14E-13	1.97E-12	25.84930253
NW_016094537.1	NW_016094537.1.23841.23841	23841	23841	-	2.40E-21	9.85E-20	31.78844144
NW_016094537.1	NW_016094537.1.23870.23870	23870	23870	+	9.10E-22	3.90E-20	34.91087799
NW_016094537.1	NW_016094537.1.41001.41001	41001	41001	-	1.26E-12	1.90E-11	-27.95454545
NW_016094537.1	NW_016094537.1.41010.41010	41010	41010	-	8.82E-11	0.000000001	-26.35758615
NW_016094537.1	NW_016094537.1.41013.41013	41013	41013	-	1.39E-18	4.21E-17	-41.91163423
NW_016094540.1	NW_016094540.1.56462.56462	56462	56462	+	1.26E-08	1.06E-07	26.82562796
NW_016094541.1	NW_016094541.1.87348.87348	87348	87348	+	1.81E-24	1.09E-22	-30.95805964
NW_016094541.1	NW_016094541.1.87382.87382	87382	87382	+	3.62E-12	5.11E-11	-21.59866901
NW_016094541.1	NW_016094541.1.323506.323506	323506	323506	+	1.07E-46	5.59E-44	-40.25083088
NW_016094541.1	NW_016094541.1.323526.323526	323526	323526	+	1.81E-28	1.65E-26	-28.27781645
NW_016094541.1	NW_016094541.1.323557.323557	323557	323557	+	1.72E-13	2.90E-12	-24.2214129
NW_016094541.1	NW_016094541.1.410666.410666	410666	410666	-	1.12E-10	1.29E-09	-24.89350373
NW_016094542.1	NW_016094542.1.65626.65626	65626	65626	-	4.58E-12	6.38E-11	-32.18238775
NW_016094542.1	NW_016094542.1.65638.65638	65638	65638	-	1.92E-20	7.26E-19	-25.51102102
NW_016094542.1	NW_016094542.1.328901.328901	328901	328901	+	0.000000156	1.10E-06	20.13280638
